query_label,repository_name,owner_login,full_name,url,description,topics,created_at,pushed_at,stars,forks,primary_language,issues_total,pull_requests_total,releases_total,contributors_count
stars_5001_7500,idb,jakearchibald,jakearchibald/idb,https://github.com/jakearchibald/idb,"IndexedDB, but with promises",,2015-08-06T15:02:03Z,2025-05-07T08:11:05Z,7294,382,TypeScript,261,87,0,32
stars_5001_7500,MeloTTS,myshell-ai,myshell-ai/MeloTTS,https://github.com/myshell-ai/MeloTTS,"High-quality multi-lingual text-to-speech library by MyShell.ai. Support English, Spanish, French, Chinese, Japanese and Korean.",text-to-speech | tts | chinese | english | french | japanese | korean | multilingual | spanish,2024-02-19T16:49:14Z,2024-12-24T19:17:13Z,7294,1026,Python,268,46,1,7
stars_5001_7500,Clusterize.js,NeXTs,NeXTs/Clusterize.js,https://github.com/NeXTs/Clusterize.js,Tiny vanilla JS plugin to display large data sets easily,scroller | performance | listview,2015-04-26T20:12:51Z,2025-05-04T12:19:36Z,7293,412,JavaScript,170,22,0,9
stars_5001_7500,tdl,iyear,iyear/tdl,https://github.com/iyear/tdl,📥 A Telegram toolkit written in Golang,telegram | downloader | telegram-api | download | bash | telegram-bot | telegram-userbot | telegram-bots | telegram-channel,2022-09-01T01:02:37Z,2026-03-26T12:04:06Z,7292,719,Go,640,554,71,19
stars_5001_7500,cpr,libcpr,libcpr/cpr,https://github.com/libcpr/cpr,"C++ Requests: Curl for People, a spiritual port of Python Requests.",c-plus-plus | libcurl | http | requests | hacktoberfest | cpp | library,2015-03-31T01:10:42Z,2026-03-19T08:52:23Z,7292,1027,C++,778,516,39,190
stars_5001_7500,fsnotes,glushchenko,glushchenko/fsnotes,https://github.com/glushchenko/fsnotes,Notes manager for macOS/iOS,macos | notebook | note-taking | notes-app | swift | ios,2017-07-20T17:16:35Z,2026-03-15T16:01:27Z,7290,544,Swift,1672,187,332,48
stars_5001_7500,sqlite-vec,asg017,asg017/sqlite-vec,https://github.com/asg017/sqlite-vec,A vector search SQLite extension that runs anywhere!,sqlite | sqlite-extension,2024-04-20T20:43:01Z,2026-03-21T04:12:03Z,7288,298,C,201,69,81,16
stars_5001_7500,persepolis,persepolisdm,persepolisdm/persepolis,https://github.com/persepolisdm/persepolis,Persepolis is a download manager written in Python.,qt5 | python3 | gui | download-manager | macosx | linux | windows | gnu-linux | wiki | python | bsd | freebsd | hacktoberfest | pyside6 | pyqt5 | qt6 | meson | python-requests | yt-dlp | yt-dlp-gui,2016-07-15T14:20:23Z,2025-10-09T19:26:14Z,7288,703,Python,881,214,23,61
stars_5001_7500,es6-promise,stefanpenner,stefanpenner/es6-promise,https://github.com/stefanpenner/es6-promise,A polyfill for ES6-style Promises,,2013-12-09T12:04:03Z,2022-11-14T21:47:12Z,7288,589,JavaScript,177,185,0,87
stars_5001_7500,gao,gaotianliuyun,gaotianliuyun/gao,https://github.com/gaotianliuyun/gao,FongMi影视和tvbox配置文件，如果喜欢，请Fork自用。使用前请仔细阅读仓库说明，一旦使用将被视为你已了解。,,2022-09-29T10:06:05Z,2024-11-17T14:05:27Z,7288,2573,JavaScript,100,39,0,7
stars_5001_7500,Penetration_Testing_POC,Mr-xn,Mr-xn/Penetration_Testing_POC,https://github.com/Mr-xn/Penetration_Testing_POC,渗透测试有关的POC、EXP、脚本、提权、小工具等---About penetration-testing python-script poc getshell csrf xss cms php-getshell domainmod-xss csrf-webshell cobub-razor cve rce sql sql-poc poc-exp bypass oa-getshell cve-cms,penetration-testing | poc | getshell | csrf | penetration-testing-poc | csrf-webshell | cve | rce | sql-poc | poc-exp | bypass | oa-getshell | cve-cms | php-bypass | thinkphp | sql-getshell | authentication-bypass | cobalt-strike | exploit,2019-07-24T03:37:55Z,2026-03-26T07:19:10Z,7287,2047,HTML,9,26,0,8
stars_5001_7500,decimal,shopspring,shopspring/decimal,https://github.com/shopspring/decimal,Arbitrary-precision fixed-point decimal numbers in Go,go | decimals | precision | money | bignumber | golang,2015-02-25T20:12:57Z,2026-03-15T22:07:02Z,7286,650,Go,214,201,4,70
stars_5001_7500,py,codebasics,codebasics/py,https://github.com/codebasics/py,Repository to store sample python programs for python learning,python | pandas | pandas-dataframe | pandas-tutorial | numpy | numpy-arrays | numpy-tutorial | python-tutorial | python-tutorials | python-pandas | jupyter-notebook | jupyter | jupyter-notebooks | jupyter-tutorial,2015-11-28T22:47:16Z,2025-07-24T04:42:19Z,7284,16884,Jupyter Notebook,122,208,0,22
stars_5001_7500,puppeteer-extra,berstend,berstend/puppeteer-extra,https://github.com/berstend/puppeteer-extra,💯  Teach puppeteer new tricks through plugins.,puppeteer | chrome | automation | headless-chrome | stealth | user-preferences | puppeteer-plugins | puppeteer-extra | recaptcha | monorepo | lerna | yarn-workspaces | headless-browser,2018-05-15T20:02:21Z,2024-07-18T12:28:02Z,7283,780,JavaScript,682,223,0,48
stars_5001_7500,LiveTalking,lipku,lipku/LiveTalking,https://github.com/lipku/LiveTalking,Real time interactive streaming digital human,digital-human | nerf | realtime | streaming | aigc | digihuman | musetalk | virtualhumans | wav2lip | er-nerf | lip-sync | talking-head | metahuman-stream,2023-12-19T01:32:46Z,2026-02-24T06:58:45Z,7279,1150,Python,536,36,1,17
stars_5001_7500,APatch,bmax121,bmax121/APatch,https://github.com/bmax121/APatch,The patching of Android kernel and Android system,android | inline-hook | root | kernel | patch | magisk | magisk-module,2023-08-21T14:20:01Z,2026-03-26T06:36:07Z,7278,685,Kotlin,497,761,45,70
stars_5001_7500,statping,statping,statping/statping,https://github.com/statping/statping,"Status Page for monitoring your websites and applications with beautiful graphs, analytics, and plugins. Run on any type of environment.",statuspage | status-page | website-monitor | uptime | monitoring | prometheus | application-monitoring | server-monitor | docker | golang-plugin | prometheus-exporter | notifier | statping,2018-06-10T01:30:44Z,2024-07-05T05:43:00Z,7278,674,Vue,849,269,204,34
stars_5001_7500,nvim,catppuccin,catppuccin/nvim,https://github.com/catppuccin/nvim,🍨 Soothing pastel theme for (Neo)vim,neovim | nvim | colorscheme | neovim-plugin | catppuccin | neovim-colorscheme | neovim-theme | vim | vim-theme | neovim-lua | lua | theme | hacktoberfest,2021-08-18T01:14:49Z,2026-03-22T11:09:28Z,7278,331,Lua,376,540,24,163
stars_5001_7500,wiki,greatfire,greatfire/wiki,https://github.com/greatfire/wiki,,,2013-12-11T06:59:50Z,2026-01-01T07:18:13Z,7278,1535,,181,17,0,5
stars_5001_7500,kittenTricks,akveo,akveo/kittenTricks,https://github.com/akveo/kittenTricks,React Native starter kit with over 40 screens and modern Light and Dark theme for creating stunning cross-platform mobile applications.,react-native | starter-kit | demo-app | react-native-ui-kitten | ios | android | ui,2017-06-28T09:29:12Z,2024-02-26T18:51:21Z,7277,991,TypeScript,153,155,7,16
stars_5001_7500,go-git,go-git,go-git/go-git,https://github.com/go-git/go-git,A highly extensible Git implementation in pure Go.,git | git-client | git-server | go-git | golang | git-library,2019-12-19T10:27:02Z,2026-03-24T22:13:43Z,7277,898,Go,812,1011,82,327
stars_5001_7500,modern-normalize,sindresorhus,sindresorhus/modern-normalize,https://github.com/sindresorhus/modern-normalize,🐒 Normalize browsers' default style,normalize-css | normalize | css-reset | css-library | css | npm-package,2018-02-08T05:31:02Z,2025-01-11T10:10:45Z,7277,393,TypeScript,54,45,7,15
stars_5001_7500,Tigshop,tigshop,tigshop/Tigshop,https://github.com/tigshop/Tigshop,🔥🔥🔥100%开源的企业级商城系统源码下载，使用最新前沿技术栈，同时支持java、php版本，基于SpringBoot3+Vue3+Ts，支持H5、微信小程序、公众号、IOS、安卓、鸿蒙等多端，高性能高并发，极易二次开发。标准版支持PC/移动端页面装修、主题颜色一键切换、秒杀、优惠券、积分、等功能和营销，另有支持分销系统、IM客服系统、B2B2C多商户多店铺、O2O多门店、S2B2C供应商、B2B2B批发、跨境多语言切换等的单独版本。,java | nuxtjs | php | shop | springboot3 | ts | vue3,2025-01-15T09:19:35Z,2026-03-18T08:18:49Z,7273,214,PLpgSQL,5,1,0,2
stars_5001_7500,vinext,cloudflare,cloudflare/vinext,https://github.com/cloudflare/vinext,Vite plugin that reimplements the Next.js API surface — deploy anywhere,,2026-02-24T05:07:41Z,2026-03-25T13:54:20Z,7272,269,TypeScript,147,538,9,52
stars_5001_7500,ChezScheme,cisco,cisco/ChezScheme,https://github.com/cisco/ChezScheme,Chez Scheme ,,2016-04-14T19:10:25Z,2026-03-20T00:23:49Z,7271,1010,Scheme,581,445,13,96
stars_5001_7500,material-shell,material-shell,material-shell/material-shell,https://github.com/material-shell/material-shell,A modern desktop interface for Linux. Improve your user experience and get rid of the anarchy of traditional desktop workflows. Designed to simplify navigation and reduce the need to manipulate windows in order to improve productivity. It's meant to be 100% predictable and bring the benefits of tools coveted by professionals to everyone.,material | material-design | gnome | gnome-shell | gnome-shell-extension | tiling-window-manager | materialshell | material-shell | linux | hacktoberfest,2019-05-02T11:48:15Z,2024-07-22T08:04:02Z,7271,180,TypeScript,665,297,17,48
stars_5001_7500,alasql,AlaSQL,AlaSQL/alasql,https://github.com/AlaSQL/alasql,"AlaSQL.js - JavaScript SQL database for browser and Node.js. Handles both traditional relational tables and nested JSON data (NoSQL). Export, store, and import data from localStorage, IndexedDB, or Excel.",,2014-10-26T16:30:37Z,2026-03-25T22:12:33Z,7267,688,JavaScript,1352,1079,123,106
stars_5001_7500,books,linsa-io,linsa-io/books,https://github.com/linsa-io/books,Awesome Books,books | education | list | resources | awesome | awesome-list | learning | learn-anything | free | pdf,2017-06-05T19:58:10Z,2026-03-04T15:38:20Z,7266,806,,13,99,0,54
stars_5001_7500,overreacted.io,gaearon,gaearon/overreacted.io,https://github.com/gaearon/overreacted.io,Personal blog by Dan Abramov.,,2018-11-30T20:44:08Z,2026-02-03T04:37:26Z,7266,1727,TypeScript,121,750,0,23
stars_5001_7500,dumb-init,Yelp,Yelp/dumb-init,https://github.com/Yelp/dumb-init,A minimal init system for Linux containers,docker | pid1 | init | dumb | docker-container | unix | c,2015-08-11T20:18:37Z,2026-01-19T20:08:50Z,7265,353,Python,112,160,22,26
stars_5001_7500,FinanceDatabase,JerBouma,JerBouma/FinanceDatabase,https://github.com/JerBouma/FinanceDatabase,"This is a database of 300.000+ symbols containing Equities, ETFs, Funds, Indices, Currencies, Cryptocurrencies and Money Markets.",finance | database | financials | analysis | equities | etfs | funds | indices | futures | currencies | cryptocurrencies | fundamental-analysis | sector-analysis | fundamentals | stock-data | stock-market | moneymarkets | openbb | python,2021-01-28T18:36:09Z,2026-03-22T12:23:52Z,7261,748,Python,54,53,14,15
stars_7501_10000,vscode-extension-samples,microsoft,microsoft/vscode-extension-samples,https://github.com/microsoft/vscode-extension-samples,Sample code illustrating the VS Code extension API.,,2015-11-05T10:14:11Z,2026-02-12T11:54:46Z,10000,3857,TypeScript,565,604,0,159
stars_7501_10000,MyIP,jason5ng32,jason5ng32/MyIP,https://github.com/jason5ng32/MyIP,"The best IP Toolbox. Easy to check what's your IPs, IP geolocation, check for DNS leaks, examine WebRTC connections, speed test, ping test, MTR test, check website availability, whois search and more! || 可能是最好用的IP工具箱。轻松检查你的 IP，IP 地理位置，检查DNS泄漏，检查 WebRTC 连接，速度测试，ping 测试，MTR测试，检查网站可用性，查询 Whois 信息等等。",chatgpt | dns | ip | ipinfo | network | webrtc | leaks | proxy | whatismyip | whatismyipaddress | speedtest | pingchecker | censorship | whois | whois-lookup | myip | vercel | awesome | security | security-tools,2023-11-22T14:46:07Z,2026-03-25T04:47:35Z,9998,1081,Vue,94,201,38,8
stars_7501_10000,introduction-to-github,skills,skills/introduction-to-github,https://github.com/skills/introduction-to-github,Get started using GitHub in less than an hour.,git | branches | commits | pull-requests | skills-course,2022-01-06T21:33:15Z,2026-02-11T11:14:04Z,9993,16030,,121,702,0,17
stars_7501_10000,WhisperLiveKit,QuentinFuxa,QuentinFuxa/WhisperLiveKit,https://github.com/QuentinFuxa/WhisperLiveKit,Simultaneous speech-to-text models,,2024-12-19T10:49:09Z,2026-03-18T09:32:44Z,9991,1025,Python,226,94,28,40
stars_7501_10000,pdfplumber,jsvine,jsvine/pdfplumber,https://github.com/jsvine/pdfplumber,"Plumb a PDF for detailed information about each char, rectangle, line, et cetera — and easily extract text and tables.",pdf | pdf-parsing | table-extraction,2015-08-24T03:14:48Z,2026-01-28T22:47:09Z,9988,875,Python,607,153,42,42
stars_7501_10000,css.gg,astrit,astrit/css.gg,https://github.com/astrit/css.gg,"700+ Pure CSS, SVG & Figma UI Icons, 6000+ glyphs, patterns, colors and layouts.",css | icons | retina-ready | multiple-icons | customizable | css-icon | svg | npm | styled-components | purecss | api | json | figma | adobe-xd | svg-sprites | svg-icons | svg-icon | svg-icon-pack | svg-sprite | figma-ui-icons,2019-10-01T21:35:58Z,2024-08-26T22:56:02Z,9986,495,JavaScript,87,23,8,6
stars_7501_10000,reverse-engineering,wtsxDev,wtsxDev/reverse-engineering,https://github.com/wtsxDev/reverse-engineering,List of awesome reverse engineering resources,,2017-01-15T15:58:21Z,2023-07-29T08:23:45Z,9986,1153,,22,25,0,10
stars_7501_10000,Theano,Theano,Theano/Theano,https://github.com/Theano/Theano,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving multi-dimensional arrays efficiently. It is being continued as PyTensor: www.github.com/pymc-devs/pytensor",,2011-08-10T03:48:06Z,2024-01-15T03:16:24Z,9985,2470,Python,2685,4122,0,386
stars_7501_10000,grape,ruby-grape,ruby-grape/grape,https://github.com/ruby-grape/grape,An opinionated framework for creating REST-like APIs in Ruby.,grape | api | ruby | hacktoberfest,2010-08-02T14:25:08Z,2026-03-21T22:41:06Z,9984,1227,Ruby,1197,1461,0,476
stars_7501_10000,awesome-threat-intelligence,hslatman,hslatman/awesome-threat-intelligence,https://github.com/hslatman/awesome-threat-intelligence,A curated list of Awesome Threat Intelligence resources,security | awesome | hacktoberfest | awesome-list,2015-12-21T11:31:04Z,2026-01-19T14:39:01Z,9983,1710,,39,292,0,99
stars_7501_10000,awesome-angular,PatrickJS,PatrickJS/awesome-angular,https://github.com/PatrickJS/awesome-angular,:page_facing_up: A curated list of awesome Angular resources,angular2 | angular4 | awesome | angular | awesome-list | angular9 | angular10 | angular11 | angular-components,2015-09-01T05:12:10Z,2026-03-25T22:50:54Z,9981,1400,HTML,56,2006,0,317
stars_7501_10000,aureuserp,aureuserp,aureuserp/aureuserp,https://github.com/aureuserp/aureuserp,Free and Open Source ERP platform,erp | hrm | inventory-management | invoice | pms | purchase-order | recruitment | sales | warehouse-management | filamentphp | laravel | accounting,2025-01-23T06:22:25Z,2026-03-23T14:22:55Z,9980,387,PHP,482,664,8,13
stars_7501_10000,UI-TARS,bytedance,bytedance/UI-TARS,https://github.com/bytedance/UI-TARS,Pioneering Automated GUI Interaction with Native Agents,research,2025-01-19T09:04:17Z,2026-01-27T04:57:26Z,9979,728,Python,214,25,0,10
stars_7501_10000,Monocraft,IdreesInc,IdreesInc/Monocraft,https://github.com/IdreesInc/Monocraft,A monospaced programming font inspired by the Minecraft typeface,font | ligatures | minecraft | fonts | homebrew | typeface,2022-08-08T00:32:42Z,2026-01-01T20:31:24Z,9976,143,Python,106,60,16,12
stars_7501_10000,Qwen3-TTS,QwenLM,QwenLM/Qwen3-TTS,https://github.com/QwenLM/Qwen3-TTS,"Qwen3-TTS is an open-source series of TTS models developed by the Qwen team at Alibaba Cloud, supporting stable, expressive, and streaming speech generation, free-form voice design, and vivid voice cloning.",,2026-01-21T06:41:32Z,2026-03-17T06:38:41Z,9974,1264,Python,86,39,0,2
stars_7501_10000,metaflow,Netflix,Netflix/metaflow,https://github.com/Netflix/metaflow,"Build, Manage and Deploy AI/ML Systems",machine-learning | model-management | ai | ml | ml-platform | ml-infrastructure | python | mlops | datascience | high-performance-computing | kubernetes | aws | azure | gcp | llm | llmops | agents | generative-ai | cost-optimization | distributed-training,2019-09-17T17:48:25Z,2026-03-26T03:20:11Z,9974,1213,Python,821,2209,252,131
stars_7501_10000,filepizza,kern,kern/filepizza,https://github.com/kern/filepizza,:pizza: Peer-to-peer file transfers in your browser,webrtc | react,2015-02-25T23:29:26Z,2026-03-23T18:36:31Z,9967,608,TypeScript,141,201,0,27
stars_7501_10000,Notepads,0x7c13,0x7c13/Notepads,https://github.com/0x7c13/Notepads,"A modern, lightweight text editor with a minimalist design.",fluent | notepad | texteditor | uwp | markdown | diff-viewer | windows | app,2019-06-01T01:20:33Z,2026-03-23T10:42:51Z,9965,531,C#,810,600,64,65
stars_7501_10000,jscodeshift,facebook,facebook/jscodeshift,https://github.com/facebook/jscodeshift,A JavaScript codemod toolkit.,,2015-03-07T00:32:16Z,2026-03-25T21:42:32Z,9964,489,JavaScript,358,326,48,129
stars_7501_10000,eat_tensorflow2_in_30_days,lyhue1991,lyhue1991/eat_tensorflow2_in_30_days,https://github.com/lyhue1991/eat_tensorflow2_in_30_days,"Tensorflow2.0 🍎🍊 is delicious, just eat it! 😋😋",tensorflow2 | tensorflow | tensorflow-examples | tensorflow-tutorial,2020-02-15T09:00:37Z,2022-09-22T03:18:54Z,9963,2452,Python,68,32,0,3
stars_7501_10000,go-swagger,go-swagger,go-swagger/go-swagger,https://github.com/go-swagger/go-swagger,Swagger 2.0 implementation for go,go | swagger-codegen | api | code-generator | golang | swagger-specification | swagger-spec,2014-11-16T20:13:15Z,2026-03-23T21:14:00Z,9961,1293,Go,1983,1275,58,365
stars_7501_10000,RunCat365,Kyome22,Kyome22/RunCat365,https://github.com/Kyome22/RunCat365,A cute running cat animation on your windows taskbar.,,2020-08-06T16:27:09Z,2026-03-15T12:44:23Z,9960,820,C#,150,145,18,31
stars_7501_10000,healthchecks,healthchecks,healthchecks/healthchecks,https://github.com/healthchecks/healthchecks,"Open-source cron job and background task monitoring service, written in Python & Django",cron | devops | cron-jobs | monitoring | ops | django,2015-06-25T18:38:33Z,2026-03-25T14:56:17Z,9959,951,Python,858,252,74,103
stars_7501_10000,openvino,openvinotoolkit,openvinotoolkit/openvino,https://github.com/openvinotoolkit/openvino,OpenVINO™ is an open source toolkit for optimizing and deploying AI inference,inference | deep-learning | openvino | ai | computer-vision | diffusion-models | generative-ai | llm-inference | natural-language-processing | nlp | performance-boost | speech-recognition | stable-diffusion | deploy-ai | optimize-ai | transformers | yolo | recommendation-system | good-first-issue,2018-10-15T10:54:40Z,2026-03-26T10:17:01Z,9952,3142,C++,3419,31090,58,795
stars_7501_10000,video-subtitle-remover,YaoFANGUK,YaoFANGUK/video-subtitle-remover,https://github.com/YaoFANGUK/video-subtitle-remover,基于AI的图片/视频硬字幕去除、文本水印去除，无损分辨率生成去字幕、去水印后的图片/视频文件。无需申请第三方API，本地实现。AI-based tool for removing hard-coded subtitles and text-like watermarks from videos or Pictures.,ai | deepleanring | vsr | sub-remove | subtile,2023-10-25T02:50:01Z,2025-12-03T00:40:42Z,9950,1248,Python,169,13,3,3
stars_7501_10000,react-native-animatable,oblador,oblador/react-native-animatable,https://github.com/oblador/react-native-animatable,Standard set of easy to use animations and declarative transitions for React Native,react-native | animation | transition,2015-10-18T02:04:35Z,2023-10-26T16:46:05Z,9949,695,JavaScript,305,107,24,31
stars_7501_10000,nerdctl,containerd,containerd/nerdctl,https://github.com/containerd/nerdctl,"contaiNERD CTL - Docker-compatible CLI for containerd, with support for Compose, Rootless, eStargz, OCIcrypt, IPFS, ...",containerd,2020-12-04T10:09:03Z,2026-03-25T22:32:35Z,9947,754,Go,1394,3177,87,220
stars_7501_10000,MathModel,zhanwen,zhanwen/MathModel,https://github.com/zhanwen/MathModel,研究生数学建模，本科生数学建模、数学建模竞赛优秀论文，数学建模算法，LaTeX论文模板，算法思维导图，参考书籍，Matlab软件教程，PPT,mathematics | math | algorithm | matlab | model,2018-07-15T02:55:48Z,2025-09-20T03:38:22Z,9946,2232,TeX,48,5,0,4
stars_7501_10000,evershop,evershopcommerce,evershopcommerce/evershop,https://github.com/evershopcommerce/evershop,🛍️ Typescript E-commerce Platform,ecommerce | ecommerce-framework | ecommerce-platform | react | typescript,2021-05-06T09:23:37Z,2026-03-25T08:03:26Z,9944,2280,TypeScript,375,482,10,58
stars_7501_10000,obsidian-livesync,vrtmrz,vrtmrz/obsidian-livesync,https://github.com/vrtmrz/obsidian-livesync,,,2021-10-12T13:49:21Z,2026-03-26T11:36:47Z,9939,324,TypeScript,599,83,332,39
stars_7501_10000,GitHub-Dark,StylishThemes,StylishThemes/GitHub-Dark,https://github.com/StylishThemes/GitHub-Dark,:octocat: Dark GitHub style,theme | css | awesome | dark-theme | github | userstyle | usercss | dark,2011-01-04T15:32:04Z,2026-03-20T16:37:16Z,9934,647,CSS,1083,280,0,81
stars_7501_10000,Bash-Snippets,alexanderepstein,alexanderepstein/Bash-Snippets,https://github.com/alexanderepstein/Bash-Snippets,A collection of small bash scripts for heavy terminal users,bash | currency-converter | stock-prices | weather | encryption | movies | url-shortner | recommendation-engine | cheatsheet | backup | youtube-player | qrencode,2017-06-26T21:55:08Z,2024-05-04T18:12:41Z,9932,847,Shell,119,129,46,50
stars_7501_10000,h5-Dooring,MrXujiang,MrXujiang/h5-Dooring,https://github.com/MrXujiang/h5-Dooring,"H5 Page Maker, H5 Editor, LowCode. Make H5 as easy as building blocks. | 让H5制作像搭积木一样简单, 轻松搭建H5页面, H5网站, PC端网站,LowCode平台.",react | react-router | javascript | h5 | react-dnd | h5-editor | typescript | drag-and-drop | site-generator | lowcode | page-builder | miniprogram | h5-dooring | h5-builder | page-factory | visual-design | antd | low-code-framework | low-code-platform | low-code,2020-08-22T04:20:42Z,2026-03-22T14:29:13Z,9932,1836,JavaScript,97,72,0,19
stars_7501_10000,react-i18next,i18next,i18next/react-i18next,https://github.com/i18next/react-i18next,Internationalization for react done right. Using the i18next i18n ecosystem.,react | react-native | translation | internationalization | i18n | i18next | ssr,2015-12-12T12:52:11Z,2026-03-24T15:34:59Z,9931,1047,JavaScript,1301,590,0,211
stars_7501_10000,JsBridge,happydog-intj,happydog-intj/JsBridge,https://github.com/happydog-intj/JsBridge,"android java and javascript bridge, inspired by wechat webview jsbridge",,2015-02-26T12:10:58Z,2025-06-13T06:15:49Z,9930,2012,Java,238,42,0,35
stars_7501_10000,spring-reading,xuchengsheng,xuchengsheng/spring-reading,https://github.com/xuchengsheng/spring-reading,涵盖了 Spring 框架的核心概念和关键功能，包括控制反转（IOC）容器的使用，面向切面编程（AOP）的原理与实践，事务管理的方式与实现，Spring MVC 的流程与控制器工作机制，以及 Spring 中数据访问、安全、Boot 自动配置等方面的深入研究。此外，它还包含了 Spring 事件机制的应用、高级主题如缓存抽象和响应式编程，以及对 Spring 源码的编程风格与设计模式的深入探讨。,java | spring | spring-boot | spring-cloud | spring-data-jpa | spring-security | springboot2 | springframework | springmvc | annotations | backenddevelopment | javabackend | opensource | awareinterface | sourcecodeanalysis | mybatis | mybatis-plus | spring-aop | servlet | web,2023-09-15T06:42:44Z,2024-07-29T06:13:59Z,9929,1257,Java,32,10,0,4
stars_7501_10000,moshi,kyutai-labs,kyutai-labs/moshi,https://github.com/kyutai-labs/moshi,"Moshi is a speech-text foundation model and full-duplex spoken dialogue framework. It uses Mimi, a state-of-the-art streaming neural audio codec.",,2024-08-07T08:09:08Z,2026-03-04T10:17:26Z,9927,920,Python,159,246,2,26
stars_7501_10000,dinov3,facebookresearch,facebookresearch/dinov3,https://github.com/facebookresearch/dinov3,Reference PyTorch implementation and models for DINOv3,,2025-08-07T14:11:34Z,2026-03-11T18:48:45Z,9926,790,Jupyter Notebook,262,69,0,12
stars_7501_10000,Awsome-Front-End-learning-resource,helloqingfeng,helloqingfeng/Awsome-Front-End-learning-resource,https://github.com/helloqingfeng/Awsome-Front-End-learning-resource,:octocat:GitHub最全的前端资源汇总仓库（包括前端学习、开发资源、求职面试等）,javascript | frontend | resume | interview | book,2016-08-27T10:28:10Z,2024-03-16T19:34:06Z,9925,1898,PHP,12,11,0,3
stars_7501_10000,InternVL,OpenGVLab,OpenGVLab/InternVL,https://github.com/OpenGVLab/InternVL,[CVPR 2024 Oral] InternVL Family: A Pioneering Open-Source Alternative to GPT-4o.  接近GPT-4o表现的开源多模态对话模型,image-classification | image-text-retrieval | llm | semantic-segmentation | video-classification | vision-language-model | vit-22b | vit-6b | multi-modal | gpt | gpt-4v | gpt-4o,2023-11-22T08:08:08Z,2025-09-22T01:36:48Z,9920,764,Python,1112,102,6,19
stars_7501_10000,testcafe,DevExpress,DevExpress/testcafe,https://github.com/DevExpress/testcafe,A Node.js tool to automate end-to-end web testing.,testcafe | end-to-end-testing | test-automation | test-framework | functional-testing | e2e | testing-tools | test | browser | typescript,2015-04-20T13:43:28Z,2026-03-25T22:26:34Z,9918,680,JavaScript,4871,3485,431,118
stars_7501_10000,WOW,mattdelacdev,mattdelacdev/WOW,https://github.com/mattdelacdev/WOW,Reveal CSS animation as you scroll down a page,,2013-12-29T07:53:44Z,2024-06-24T02:08:52Z,9916,4014,JavaScript,287,96,15,28
stars_7501_10000,accomplish,accomplish-ai,accomplish-ai/accomplish,https://github.com/accomplish-ai/accomplish,Accomplish™ is the open source Al coworker that lives on your desktop,,2026-01-14T12:22:38Z,2026-03-26T10:54:55Z,9915,1106,TypeScript,122,698,15,35
stars_7501_10000,velero,vmware-tanzu,vmware-tanzu/velero,https://github.com/vmware-tanzu/velero,Backup and migrate Kubernetes applications and their persistent volumes,kubernetes | disaster-recovery | backup | velero | hacktoberfest,2017-08-02T17:22:11Z,2026-03-26T06:32:19Z,9914,1528,Go,4551,4177,169,392
stars_7501_10000,skills,huggingface,huggingface/skills,https://github.com/huggingface/skills,Give your agents the power of the Hugging Face ecosystem,,2025-11-24T07:31:48Z,2026-03-25T16:18:33Z,9913,603,Python,11,95,0,27
stars_7501_10000,connect,senchalabs,senchalabs/connect,https://github.com/senchalabs/connect,"Connect is an extensible HTTP server framework for node using ""plugins"" known as middleware.",javascript | nodejs,2010-05-26T18:55:41Z,2024-09-27T16:10:21Z,9913,1086,JavaScript,711,434,0,157
stars_7501_10000,GroundingDINO,IDEA-Research,IDEA-Research/GroundingDINO,https://github.com/IDEA-Research/GroundingDINO,"[ECCV 2024] Official implementation of the paper ""Grounding DINO: Marrying DINO with Grounded Pre-Training for Open-Set Object Detection""",object-detection | open-world | open-world-detection | vision-language | vision-language-transformer,2023-03-09T06:14:41Z,2024-08-12T08:52:02Z,9912,1011,Python,352,79,2,27
stars_7501_10000,glide-transformations,wasabeef,wasabeef/glide-transformations,https://github.com/wasabeef/glide-transformations,An Android transformation library providing a variety of image transformations for Glide.,android | android-library | image-processing | glide | kotlin | java,2015-01-09T10:33:29Z,2022-03-08T16:07:21Z,9911,1405,Java,157,47,0,18
stars_7501_10000,gtop,aksakalli,aksakalli/gtop,https://github.com/aksakalli/gtop,System monitoring dashboard for terminal,monitoring | nodejs | tui | top | command-line | system-monitoring,2017-08-09T15:12:28Z,2025-11-06T13:55:02Z,9909,333,JavaScript,96,48,10,11
stars_7501_10000,Embedded-Engineering-Roadmap,m3y54m,m3y54m/Embedded-Engineering-Roadmap,https://github.com/m3y54m/Embedded-Engineering-Roadmap,"Comprehensive roadmap for aspiring Embedded Systems Engineers, featuring a curated list of learning resources",embedded | embedded-systems | roadmap | embedded-software | electronics | hardware | embedded-developer | embedded-engineer | firmware | firmware-engineer | software-engineer | electronics-engineering,2023-07-25T14:14:27Z,2026-03-16T18:56:35Z,9909,1037,,31,41,32,18
stars_7501_10000,sonnet,google-deepmind,google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,TensorFlow-based neural network library,machine-learning | artificial-intelligence | neural-networks | deep-learning | tensorflow,2017-04-03T11:34:35Z,2026-02-10T16:29:11Z,9908,1303,Python,193,102,4,63
